cycle,capacity,avg_voltage,min_voltage,avg_current,avg_temp,duration,SOH,RUL,cell,source_folder,source_file,source_path
22,1.8246195526864504,3.549292319740949,2.472448301852732,-1.863380178294828,32.15709350345252,3530.25,0.9828343204622076,334,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
25,1.814201935767392,3.559759220648976,2.64956413267546,-1.872968810287894,32.36407129853099,3491.016,0.977222853989428,331,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
27,1.8137521577549052,3.558081969139198,2.5724981777366227,-1.8826095043160835,32.3181954403762,3470.281,0.9769805803238794,329,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
29,1.8134404914735824,3.555692244172496,2.5249886697730286,-1.882536787636365,32.15709029211502,3470.0,0.9768127007692816,327,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
31,1.8025980036306504,3.562746818017503,2.694621861688723,-1.8817935155260213,32.04407000314609,3450.297,0.9709723768751648,325,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
33,1.80210690024615,3.5614521756489204,2.64010141737067,-1.8921861285036712,31.93159367491153,3429.407,0.9707078432300706,323,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
35,1.802579500826209,3.5603420474985823,2.573903509838096,-1.9027629207037409,31.941655359029298,3409.484,0.9709624103091468,321,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
37,1.8030683142834096,3.5591189041401865,2.4942396831720126,-1.913347060582244,31.965008645476725,3390.422,0.9712257104811376,319,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
39,1.802777624719604,3.557886771846508,2.4556793246645583,-1.9131602105481536,31.966241678512723,3390.281,0.971069130069902,317,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
42,1.8470259949329195,3.5520375235511907,2.632142800798914,-1.8553455745575973,32.37143341978575,3591.734,0.9949035873989016,314,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
46,1.847417311283644,3.5525668436897124,2.5027764692056795,-1.8746995273150973,32.70024990461686,3552.297,0.995114370594272,310,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
50,1.8361774213478947,3.556794038327039,2.617507742871704,-1.873827212788385,32.32266411829938,3531.578,0.9890599854098058,306,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
54,1.825780747577624,3.5614100044534203,2.694074478000972,-1.883193546754683,31.98795810666763,3492.907,0.9834597999985366,302,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
58,1.8251136435078368,3.556610794781798,2.6237674644021887,-1.873239184822504,31.894456524691385,3511.594,0.9831004632950896,298,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
62,1.825581504220376,3.5586742170266272,2.5010798299873738,-1.9139593751505897,31.78039681801023,3431.9370000000054,0.9833524772367372,294,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
66,1.814031127508391,3.564103182686905,2.68499881852498,-1.9030532722310995,31.688747146342205,3431.125,0.9771308478400268,290,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
70,1.8147691941158937,3.559588063594272,2.547109116468133,-1.9134590742247917,31.596747992569156,3412.406,0.9775284086310274,286,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
74,1.813969388710352,3.556833231052199,2.471314764334132,-1.913620909902553,31.56558649878708,3410.688,0.9770975921350076,282,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
78,1.802765665167823,3.5624410850948944,2.6613903306108773,-1.902581974571906,31.59124667045208,3410.718,0.9710626880376818,278,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
82,1.804077040117352,3.5591407106855666,2.541762355407921,-1.9130621638638965,31.603485399391182,3392.719,0.9717690623092357,274,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
86,1.8518025516704488,3.5573161327793144,2.628919415830567,-1.920618117118412,31.91556385491565,3470.672,0.9974764875349146,270,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
90,1.8307038456739428,3.561870782772737,2.6312552691827045,-1.9298830859597569,32.081128118597164,3414.109,0.9861116348782736,266,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
94,1.8199041089501269,3.5617586337260088,2.654880745360911,-1.929300528480541,31.849792632896243,3395.219,0.9802943389447216,262,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
98,1.809307963702852,3.5597307651083123,2.6749688422803803,-1.923330987770314,31.465690433362017,3386.0,0.9745867078945714,258,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
102,1.80460990458052,3.5575937553540915,2.6159705726789904,-1.9284469980320087,31.40934895665031,3368.187,0.9720560906279802,254,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
106,1.7993770651972192,3.5597237883937995,2.658447162110498,-1.9231439161693824,31.90224747551808,3368.266,0.9692374130950104,250,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
110,1.7884432335370462,3.559061771422033,2.697942608427116,-1.917014964043808,31.649024294808623,3358.719,0.9633478867036308,246,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
114,1.7829230484252725,3.557015527748059,2.6617272246516333,-1.922048805055383,31.48874626238971,3339.5,0.9603744299218224,242,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
118,1.7730337158018288,3.5562481933590964,2.699288287625812,-1.916230282154988,31.329995610092634,3331.265,0.955047524653008,238,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
122,1.773037755078937,3.5532756526091784,2.612793240883853,-1.9220800182578983,31.569551201845574,3321.188,0.9550497004162602,234,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
126,1.7678721106662054,3.556266431640255,2.6637064901468075,-1.916241789031196,32.111426258867944,3321.844,0.9522672175646096,230,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
130,1.762315070409309,3.5563095420140822,2.6668454289754746,-1.915880982351776,32.271676011112376,3311.828,0.9492739086983164,226,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
134,1.7676172924938447,3.558950851054106,2.684431051981017,-1.911440626575304,31.842291659678654,3327.391,0.9521299593373236,222,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
136,1.762668359743147,3.5534418211598053,2.645224362345869,-1.9158166997544157,31.759815453754253,3312.078,0.9494642085785509,220,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
140,1.7517304870664143,3.5510121537420285,2.6603527244917,-1.9151304155635371,31.41911167391793,3293.172,0.9435725054869608,216,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
144,1.7418496047960008,3.551317608213948,2.6926849789916263,-1.914848578439364,31.331626572312267,3275.328,0.9382501520146926,212,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
148,1.7360913511847138,3.549003180550162,2.670544734728978,-1.9144128654409127,31.35934131425137,3265.016,0.935148459244402,208,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
150,1.7936240148573608,3.559764834095517,2.605158060541757,-1.9388813849818085,34.31088483888259,3328.937,0.9661385230754256,206,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
154,1.7831890223273277,3.5623454342368555,2.672012007453096,-1.927509725704535,33.43585640373788,3329.266,0.9605176972012408,202,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
158,1.7673642076278957,3.558336657621618,2.674271233724938,-1.9267185977839405,32.66698125020078,3301.579,0.9519936347583842,198,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
162,1.7570177850353066,3.554013138622869,2.6309416727017187,-1.9261308349663744,32.28423408691397,3283.563,0.9464205172265512,194,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
166,1.7468706179837907,3.552376095886298,2.6629725743154204,-1.9202346781375208,32.00739178780946,3275.125,0.9409547290193552,190,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
170,1.7417172507457144,3.549618661283733,2.612942119873717,-1.9201011498853635,32.06387071886056,3265.656,0.9381788592880076,186,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
174,1.7364225056478186,3.54938103086703,2.615719844266148,-1.9144278105456467,32.43754560319043,3266.093,0.9353268361401414,182,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
178,1.7263217239235826,3.547211868041896,2.6287695472774453,-1.908340706503589,32.16809876635083,3257.594,0.92988603346571,178,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
182,1.7158065389330133,3.5467052098640246,2.6655106679421823,-1.902207182631691,32.05752645824972,3248.593,0.9242220117908766,174,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
186,1.710533351135192,3.544629653883431,2.650495153350403,-1.9020484449938715,31.975920928072718,3238.766,0.9213816005181208,170,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
190,1.706014499648521,3.5436291614253204,2.643236235233877,-1.8964907679062355,32.21689335291319,3240.14,0.9189475137389712,166,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
194,1.7003110272642588,3.5444946147995258,2.656450207001938,-1.895971437908019,32.55632993697177,3230.109,0.91587532896664,162,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
198,1.6945798601797897,3.5409201846556857,2.626177688152069,-1.889964879983928,32.40048085325998,3229.7810000000027,0.9127882263985312,158,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
202,1.6849029086609286,3.541195668799061,2.6582230344240045,-1.889370382442051,32.29371860868794,3212.469,0.9075757205607076,154,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
206,1.6744741591159715,3.540671044783382,2.695100237338448,-1.8776883243431417,32.1360714480678,3213.219,0.9019582574806932,150,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
210,1.6745692479879102,3.537604879026877,2.639091813583503,-1.8831065986697757,32.38268549723498,3203.578,0.902009477257823,146,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
214,1.663716375981405,3.538422485261741,2.6857210282450983,-1.876359921441716,32.30899951427637,3195.125,0.896163559916933,142,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
216,1.659013868748246,3.53928626988912,2.69017866510873,-1.870955026010444,32.56636929496716,3195.312999999994,0.893630546668135,140,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
220,1.6538540573335014,3.533690170241391,2.639895313359579,-1.8705599868289544,32.46542951751835,3186.297,0.8908512057704355,136,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
224,1.642653782130131,3.534367734544495,2.68991452927918,-1.8640049795794804,32.347056454418095,3176.438,0.8848181591266643,132,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
228,1.6378578430223698,3.5312941932103548,2.65935818848874,-1.8636932149873204,32.371538940646154,3167.593,0.8822348186450748,128,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
232,1.6327350407099108,3.5309134771684274,2.6657030585650423,-1.857820396301907,32.45549347979197,3167.719,0.8794754127611387,124,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
236,1.6277528915533617,3.5287226893409893,2.642986759012803,-1.8572160981955343,32.50017194695606,3159.077999999994,0.8767917699307696,120,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
240,1.622125485521159,3.52625493581969,2.631116911889304,-1.8568340008006827,32.50100298369444,3148.829,0.8737605584239754,116,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
244,1.6113256603765849,3.528684324337005,2.696157404617167,-1.8448886500218813,32.4728927422438,3149.094,0.8679432148624366,112,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
248,1.6065631397488385,3.525556939424901,2.6667596238241567,-1.8444180038305809,32.50480154634882,3140.547,0.865377875300024,108,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
252,1.6015142233917594,3.5226805646793737,2.6403185448373043,-1.843879038983512,32.51218336210202,3131.625,0.8626582682073705,104,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
256,1.590369231400328,3.524673458789008,2.69892986372897,-1.83711254029409,32.45692821941515,3121.907,0.8566549999565574,100,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
260,1.5857889968242211,3.5213155754526824,2.6682466504352997,-1.831595707598376,32.447059186431154,3122.125,0.854187849075412,96,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
264,1.5849430707374117,3.51803386486462,2.6479207279724903,-1.8311195242792309,32.32889654966259,3121.672,0.853732189598637,92,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
266,1.5955263892495937,3.52368419553968,2.6741633856529066,-1.843279976491472,32.84488475360107,3120.86,0.8594329115068511,90,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
270,1.5747301747801037,3.519146638240668,2.6892528956736257,-1.829798505957538,32.31731555011648,3103.828,0.8482309964083232,86,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
274,1.5649019950937946,3.516233648608237,2.688809122993162,-1.8236746835609148,32.06376130177751,3095.094,0.8429370312695894,82,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
278,1.5597659473370362,3.514773138461639,2.6743555987897745,-1.817672077021088,32.21997626855924,3095.781,0.8401704907053151,78,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
282,1.5594815668184234,3.5132992979150077,2.6430294964336345,-1.8179238657973995,32.7120225448885,3094.328,0.8400173086716403,74,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
286,1.55468935359061,3.514484830704665,2.6584858447131823,-1.817160673909645,32.945022147355694,3086.531,0.8374359751414073,70,1. BatteryAgingARC-FY08Q4_B0005,1. BatteryAgingARC-FY08Q4,B0005.mat,../data/nasa/5.+Battery+Data+Set/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat
